Ideal_Sum	Received_Signal
295.211552642976	306.706059436261
292.403803757114	308.940056470417
298.19979301971	311.716702499861
291.969601812916	289.022690918233
292.67618136619	314.053800431388
291.746917089653	323.995604997689
296.046996891907	287.859449369168
293.456656091392	285.220256620022
297.027235329848	303.718025910685
296.493359964413	311.538206748482
296.2676736103	325.355281029806
295.783263127447	302.18728446999
301.241490586208	294.417044143033
295.096408554785	317.734538333642
301.96472752544	230.115223892703
302.875767941175	340.442751285467
297.059307218741	245.672126584736
299.694282530525	277.907042991863
294.401524269377	294.284381552662
297.80435017502	291.925261741079
300.075945669944	343.140858500268
298.689857315322	293.343207541472
301.440582720486	288.578930310481
298.891665541625	331.706370936135
296.803192450807	286.934360664327
297.76690653793	333.141575359144
294.876430972251	288.381195206248
292.003566126108	246.653500182664
298.25135033667	308.671459521889
302.114092469785	360.572843292349
299.287088932053	283.979450860858
296.417516059538	326.988217695883
298.966556591017	353.391555019453
299.371987513812	278.913898169553
301.415133925419	329.510407646656
287.735894661789	268.236971299959
298.221924050113	300.641226158267
296.967082518331	314.819005721631
300.352643831304	264.637664302295
295.347673226943	293.809456835526
304.396109201208	328.246103033123
302.677168676029	258.875277775773
303.20578891664	300.004184512586
303.768743933162	321.554985525896
301.25265857156	279.824039387659
299.069272951444	309.290692642933
298.960240557945	326.957731287586
294.846175267642	282.615859761823
291.549045290526	312.134531774693
299.120554761432	267.562746498962
296.582575030912	282.548048201357
299.830284881632	343.382078316658
298.374112863233	310.554594119225
299.896230697413	276.138942022026
293.820002653514	284.410448338881
295.258136595164	271.735578688054
299.513644282387	277.457986402258
295.531193151851	248.185491115234
298.997952567328	271.784591118624
296.183682843374	299.759654179832
288.952387691907	255.946032710826
288.982449426888	301.824133061587
294.293250640516	287.456857983396
300.403367659073	227.137125815481
298.958235686851	247.751039763065
296.417571762069	308.10913056121
303.154257137291	303.609019224753
295.950326330241	344.542861130968
293.312792011653	289.509887918712
296.617161225505	309.455651531242
297.627718175919	261.675710705095
293.149311884593	244.682524847699
293.460382615625	319.5186883517
296.227190462299	276.652584855124
298.902297131852	257.502267558178
296.948264050988	265.505328358125
298.627421939129	321.213849260174
301.699043274787	278.452261039447
295.751883376903	307.178915857156
291.846774279465	341.878337007283
299.099707450999	311.925866743721
