SNR_dB	aleph_array	mse_results
-20	0	2.064193e+03
-20	0.05	1.963944e+03
-20	0.1	2.252911e+03
-20	0.15	2.334492e+03
-20	0.2	2.003385e+03
-20	0.25	2.095361e+03
-20	0.3	2.111399e+03
-20	0.35	2.312873e+03
-20	0.4	2.286085e+03
-20	0.45	2.229182e+03
-20	0.5	2.446047e+03
-20	0.55	2.433780e+03
-20	0.6	2.170166e+03
-20	0.65	2.532712e+03
-20	0.7	2.531846e+03
-20	0.75	2.625276e+03
-20	0.8	2.432178e+03
-20	0.85	2.508728e+03
-20	0.9	2.321099e+03
-20	0.95	2.643474e+03
-20	1	2.383373e+03

-19	0	1.687842e+03
-19	0.05	1.726331e+03
-19	0.1	1.696984e+03
-19	0.15	1.752199e+03
-19	0.2	1.799735e+03
-19	0.25	1.686036e+03
-19	0.3	1.695838e+03
-19	0.35	1.775300e+03
-19	0.4	1.856637e+03
-19	0.45	1.891558e+03
-19	0.5	1.978217e+03
-19	0.55	2.035884e+03
-19	0.6	1.945486e+03
-19	0.65	1.896553e+03
-19	0.7	1.864132e+03
-19	0.75	2.000374e+03
-19	0.8	1.975062e+03
-19	0.85	2.031402e+03
-19	0.9	1.902691e+03
-19	0.95	1.873106e+03
-19	1	1.966384e+03

-18	0	1.302533e+03
-18	0.05	1.328196e+03
-18	0.1	1.339262e+03
-18	0.15	1.438711e+03
-18	0.2	1.351540e+03
-18	0.25	1.386599e+03
-18	0.3	1.348282e+03
-18	0.35	1.460890e+03
-18	0.4	1.377784e+03
-18	0.45	1.393439e+03
-18	0.5	1.514857e+03
-18	0.55	1.428760e+03
-18	0.6	1.548644e+03
-18	0.65	1.468848e+03
-18	0.7	1.512134e+03
-18	0.75	1.545537e+03
-18	0.8	1.622814e+03
-18	0.85	1.645165e+03
-18	0.9	1.372905e+03
-18	0.95	1.582229e+03
-18	1	1.538672e+03

-17	0	1.125357e+03
-17	0.05	1.062779e+03
-17	0.1	1.044913e+03
-17	0.15	1.054838e+03
-17	0.2	1.065839e+03
-17	0.25	1.127064e+03
-17	0.3	1.078803e+03
-17	0.35	1.093512e+03
-17	0.4	1.097173e+03
-17	0.45	1.125685e+03
-17	0.5	1.190247e+03
-17	0.55	1.192838e+03
-17	0.6	1.140325e+03
-17	0.65	1.196431e+03
-17	0.7	1.225830e+03
-17	0.75	1.144864e+03
-17	0.8	1.247916e+03
-17	0.85	1.242902e+03
-17	0.9	1.164741e+03
-17	0.95	1.246678e+03
-17	1	1.267414e+03

-16	0	8.174416e+02
-16	0.05	8.466383e+02
-16	0.1	8.130385e+02
-16	0.15	8.479566e+02
-16	0.2	8.165358e+02
-16	0.25	8.774121e+02
-16	0.3	8.927761e+02
-16	0.35	8.730399e+02
-16	0.4	8.486033e+02
-16	0.45	9.122590e+02
-16	0.5	9.347627e+02
-16	0.55	1.017780e+03
-16	0.6	9.721720e+02
-16	0.65	1.012358e+03
-16	0.7	9.804220e+02
-16	0.75	9.657570e+02
-16	0.8	9.731457e+02
-16	0.85	1.053329e+03
-16	0.9	9.040467e+02
-16	0.95	1.046337e+03
-16	1	9.848524e+02

-15	0	6.540808e+02
-15	0.05	6.557219e+02
-15	0.1	7.425137e+02
-15	0.15	7.191744e+02
-15	0.2	7.050817e+02
-15	0.25	6.889406e+02
-15	0.3	6.947329e+02
-15	0.35	6.946049e+02
-15	0.4	7.581769e+02
-15	0.45	8.080854e+02
-15	0.5	7.308295e+02
-15	0.55	7.135516e+02
-15	0.6	7.749025e+02
-15	0.65	7.306992e+02
-15	0.7	7.590411e+02
-15	0.75	7.613744e+02
-15	0.8	7.701654e+02
-15	0.85	7.186914e+02
-15	0.9	7.796827e+02
-15	0.95	8.021276e+02
-15	1	7.598319e+02

-14	0	5.026617e+02
-14	0.05	5.417067e+02
-14	0.1	5.306445e+02
-14	0.15	5.048087e+02
-14	0.2	5.295382e+02
-14	0.25	5.876422e+02
-14	0.3	5.722580e+02
-14	0.35	5.916234e+02
-14	0.4	6.028614e+02
-14	0.45	5.883712e+02
-14	0.5	6.334964e+02
-14	0.55	6.147161e+02
-14	0.6	5.817843e+02
-14	0.65	6.070893e+02
-14	0.7	5.996075e+02
-14	0.75	5.965325e+02
-14	0.8	6.339131e+02
-14	0.85	6.564089e+02
-14	0.9	6.057529e+02
-14	0.95	6.696060e+02
-14	1	5.789932e+02

-13	0	4.096162e+02
-13	0.05	4.230111e+02
-13	0.1	4.152182e+02
-13	0.15	4.467356e+02
-13	0.2	4.303129e+02
