SNR_dB	aleph_array	mse_results
-20	0	8.023992e+02
-20	0.05	7.490035e+02
-20	0.1	8.488969e+02
-20	0.15	8.579660e+02
-20	0.2	8.217659e+02
-20	0.25	8.265661e+02
-20	0.3	7.621221e+02
-20	0.35	8.681821e+02
-20	0.4	8.406460e+02
-20	0.45	9.135247e+02
-20	0.5	9.243127e+02
-20	0.55	8.936417e+02
-20	0.6	9.132182e+02
-20	0.65	8.901690e+02
-20	0.7	8.441562e+02
-20	0.75	8.768356e+02
-20	0.8	8.935458e+02
-20	0.85	9.086300e+02
-20	0.9	1.016428e+03
-20	0.95	9.479727e+02
-20	1	9.665612e+02

-19	0	6.390336e+02
-19	0.05	6.728365e+02
-19	0.1	6.572575e+02
-19	0.15	6.668365e+02
-19	0.2	5.853529e+02
-19	0.25	6.809492e+02
-19	0.3	6.112642e+02
-19	0.35	7.186440e+02
-19	0.4	7.222944e+02
-19	0.45	7.087024e+02
-19	0.5	7.193885e+02
-19	0.55	6.825889e+02
-19	0.6	6.809250e+02
-19	0.65	7.539542e+02
-19	0.7	7.260886e+02
-19	0.75	7.586853e+02
-19	0.8	7.454565e+02
-19	0.85	7.098622e+02
-19	0.9	8.073035e+02
-19	0.95	7.521972e+02
-19	1	7.161640e+02

-18	0	4.976364e+02
-18	0.05	5.149054e+02
-18	0.1	5.234171e+02
-18	0.15	4.877686e+02
-18	0.2	5.327009e+02
-18	0.25	5.342484e+02
-18	0.3	4.960878e+02
-18	0.35	5.169189e+02
-18	0.4	5.700393e+02
-18	0.45	5.760504e+02
-18	0.5	5.104328e+02
-18	0.55	5.301672e+02
-18	0.6	5.675282e+02
-18	0.65	5.690426e+02
-18	0.7	5.907477e+02
-18	0.75	5.615585e+02
-18	0.8	6.016350e+02
-18	0.85	5.794699e+02
-18	0.9	5.777638e+02
-18	0.95	6.045115e+02
-18	1	5.807888e+02

-17	0	3.802830e+02
-17	0.05	3.766934e+02
-17	0.1	4.113673e+02
-17	0.15	3.971606e+02
-17	0.2	4.038929e+02
-17	0.25	4.206826e+02
-17	0.3	4.064520e+02
-17	0.35	3.860814e+02
