SNR_dB	aleph_array	mse_results
-20	0	1.143386e+02
-20	0.05	1.153544e+02
-20	0.1	1.271416e+02
-20	0.15	1.186481e+02
-20	0.2	1.209551e+02
-20	0.25	1.236865e+02
-20	0.3	1.200064e+02
-20	0.35	1.183617e+02
-20	0.4	1.186209e+02
-20	0.45	1.179530e+02
-20	0.5	1.252052e+02
-20	0.55	1.271068e+02
-20	0.6	1.188575e+02
-20	0.65	1.318822e+02
-20	0.7	1.238715e+02
-20	0.75	1.200755e+02
-20	0.8	1.306790e+02
-20	0.85	1.289802e+02
-20	0.9	1.267493e+02
-20	0.95	1.238488e+02
-20	1	1.141841e+02

-19	0	9.463002e+01
-19	0.05	1.098258e+02
-19	0.1	1.024060e+02
-19	0.15	9.920393e+01
-19	0.2	9.777897e+01
-19	0.25	1.037483e+02
-19	0.3	8.869454e+01
-19	0.35	9.222048e+01
-19	0.4	9.990912e+01
-19	0.45	9.753725e+01
-19	0.5	9.640398e+01
-19	0.55	1.033558e+02
-19	0.6	9.849348e+01
-19	0.65	1.028310e+02
-19	0.7	1.034016e+02
-19	0.75	9.729046e+01
-19	0.8	9.782425e+01
-19	0.85	1.037685e+02
-19	0.9	9.563871e+01
-19	0.95	1.016094e+02
-19	1	9.132852e+01

-18	0	7.239335e+01
-18	0.05	8.561725e+01
-18	0.1	7.970757e+01
-18	0.15	8.486574e+01
-18	0.2	7.936863e+01
-18	0.25	8.179552e+01
-18	0.3	8.142551e+01
-18	0.35	8.005540e+01
-18	0.4	6.922982e+01
-18	0.45	7.451572e+01
-18	0.5	7.618730e+01
-18	0.55	7.423604e+01
-18	0.6	8.407693e+01
-18	0.65	7.966705e+01
-18	0.7	8.439005e+01
-18	0.75	7.757350e+01
-18	0.8	8.015318e+01
-18	0.85	8.215929e+01
-18	0.9	8.355769e+01
-18	0.95	7.769456e+01
-18	1	7.731257e+01

-17	0	6.540905e+01
-17	0.05	6.882307e+01
-17	0.1	6.822032e+01
-17	0.15	6.709314e+01
-17	0.2	6.656168e+01
-17	0.25	6.111293e+01
-17	0.3	6.101732e+01
-17	0.35	6.080012e+01
-17	0.4	6.356600e+01
-17	0.45	6.030848e+01
-17	0.5	5.864565e+01
-17	0.55	5.510872e+01
-17	0.6	6.102947e+01
-17	0.65	6.028212e+01
-17	0.7	6.329415e+01
-17	0.75	6.145361e+01
-17	0.8	7.024602e+01
-17	0.85	6.958890e+01
-17	0.9	6.470289e+01
-17	0.95	6.323580e+01
-17	1	6.248410e+01

-16	0	5.864901e+01
-16	0.05	5.467921e+01
-16	0.1	5.715761e+01
-16	0.15	5.351792e+01
-16	0.2	5.419521e+01
-16	0.25	5.069912e+01
-16	0.3	5.048293e+01
-16	0.35	4.654991e+01
-16	0.4	4.524387e+01
-16	0.45	4.815658e+01
-16	0.5	5.071094e+01
-16	0.55	5.174639e+01
-16	0.6	5.049686e+01
-16	0.65	5.351610e+01
-16	0.7	4.785307e+01
-16	0.75	5.207739e+01
-16	0.8	4.865117e+01
-16	0.85	5.094832e+01
-16	0.9	4.850001e+01
-16	0.95	5.138061e+01
-16	1	5.319319e+01

-15	0	4.921982e+01
-15	0.05	5.385618e+01
-15	0.1	4.888744e+01
-15	0.15	4.548315e+01
-15	0.2	4.980011e+01
-15	0.25	4.249127e+01
-15	0.3	4.249015e+01
-15	0.35	4.052354e+01
-15	0.4	3.890657e+01
-15	0.45	3.774473e+01
-15	0.5	4.021983e+01
-15	0.55	4.206400e+01
-15	0.6	3.883678e+01
-15	0.65	3.989969e+01
-15	0.7	4.355760e+01
-15	0.75	4.156845e+01
-15	0.8	4.160276e+01
-15	0.85	3.976095e+01
-15	0.9	4.056130e+01
-15	0.95	3.895822e+01
-15	1	3.937132e+01

-14	0	3.852681e+01
-14	0.05	4.127999e+01
-14	0.1	4.368416e+01
-14	0.15	3.913723e+01
-14	0.2	4.141694e+01
-14	0.25	4.024519e+01
-14	0.3	3.414670e+01
-14	0.35	3.539624e+01
-14	0.4	3.370530e+01
-14	0.45	3.199062e+01
-14	0.5	3.130947e+01
-14	0.55	3.222328e+01
-14	0.6	3.185105e+01
-14	0.65	3.220748e+01
-14	0.7	3.082479e+01
-14	0.75	3.471947e+01
-14	0.8	3.348067e+01
-14	0.85	3.293884e+01
-14	0.9	2.849753e+01
-14	0.95	3.107715e+01
-14	1	3.359139e+01

-13	0	3.566746e+01
-13	0.05	3.748896e+01
-13	0.1	3.868595e+01
-13	0.15	3.784524e+01
-13	0.2	3.688591e+01
-13	0.25	3.153990e+01
-13	0.3	3.013761e+01
-13	0.35	2.796406e+01
-13	0.4	2.651817e+01
