SNR_dB	aleph_array	mse_results
-20	0	8.687148e+01
-20	0.05	8.155765e+01
-20	0.1	8.626312e+01
-20	0.15	9.389988e+01
-20	0.2	8.358942e+01
-20	0.25	7.815816e+01
-20	0.3	7.895859e+01
-20	0.35	7.508198e+01
-20	0.4	8.492210e+01
-20	0.45	8.296958e+01
-20	0.5	8.397730e+01
-20	0.55	8.033735e+01
-20	0.6	8.380398e+01
-20	0.65	8.945088e+01
-20	0.7	8.566233e+01
-20	0.75	8.019887e+01
-20	0.8	8.539142e+01
-20	0.85	8.076852e+01
-20	0.9	8.603608e+01
-20	0.95	7.866433e+01
-20	1	7.794604e+01

-19	0	6.804970e+01
-19	0.05	7.137011e+01
-19	0.1	7.381705e+01
-19	0.15	7.246416e+01
-19	0.2	7.354501e+01
-19	0.25	6.613442e+01
-19	0.3	6.578227e+01
-19	0.35	6.765479e+01
-19	0.4	6.608771e+01
-19	0.45	6.100205e+01
-19	0.5	6.619670e+01
-19	0.55	6.078021e+01
-19	0.6	5.970016e+01
-19	0.65	6.686480e+01
-19	0.7	6.765537e+01
-19	0.75	6.545444e+01
-19	0.8	6.898028e+01
-19	0.85	6.916391e+01
-19	0.9	6.479298e+01
-19	0.95	6.686327e+01
-19	1	6.103357e+01

-18	0	5.604836e+01
-18	0.05	6.559932e+01
-18	0.1	5.985816e+01
-18	0.15	5.772989e+01
-18	0.2	5.342632e+01
-18	0.25	5.426650e+01
-18	0.3	5.698817e+01
-18	0.35	5.246588e+01
-18	0.4	5.470910e+01
-18	0.45	5.138273e+01
-18	0.5	5.475281e+01
-18	0.55	5.095812e+01
-18	0.6	5.183665e+01
-18	0.65	5.265613e+01
-18	0.7	5.352479e+01
-18	0.75	5.080096e+01
-18	0.8	5.492476e+01
-18	0.85	5.407702e+01
-18	0.9	5.525295e+01
-18	0.95	5.256489e+01
-18	1	5.436659e+01

-17	0	5.123244e+01
-17	0.05	5.080739e+01
-17	0.1	5.063143e+01
-17	0.15	4.758177e+01
-17	0.2	4.684641e+01
-17	0.25	4.610490e+01
-17	0.3	4.409484e+01
-17	0.35	4.285715e+01
-17	0.4	4.024289e+01
-17	0.45	3.697883e+01
-17	0.5	4.141837e+01
-17	0.55	4.314999e+01
-17	0.6	4.028838e+01
-17	0.65	4.495793e+01
-17	0.7	4.184755e+01
-17	0.75	4.302494e+01
-17	0.8	4.470276e+01
-17	0.85	4.216954e+01
-17	0.9	4.381571e+01
-17	0.95	3.842000e+01
-17	1	4.089509e+01

-16	0	4.128646e+01
-16	0.05	4.919418e+01
-16	0.1	4.467318e+01
-16	0.15	4.180099e+01
-16	0.2	4.009338e+01
-16	0.25	3.862859e+01
-16	0.3	3.876253e+01
-16	0.35	3.353528e+01
-16	0.4	3.460264e+01
-16	0.45	3.459273e+01
-16	0.5	2.958815e+01
-16	0.55	3.451628e+01
-16	0.6	3.091103e+01
-16	0.65	3.272549e+01
-16	0.7	3.445363e+01
-16	0.75	3.403682e+01
-16	0.8	3.313951e+01
-16	0.85	3.364216e+01
-16	0.9	3.486918e+01
-16	0.95	3.764806e+01
-16	1	3.369879e+01

-15	0	3.589553e+01
-15	0.05	3.652737e+01
-15	0.1	3.992615e+01
-15	0.15	3.710706e+01
-15	0.2	3.597329e+01
-15	0.25	3.210002e+01
-15	0.3	3.184782e+01
-15	0.35	2.766327e+01
-15	0.4	2.639999e+01
-15	0.45	2.468604e+01
-15	0.5	2.375759e+01
-15	0.55	2.838447e+01
-15	0.6	2.879052e+01
-15	0.65	2.540043e+01
-15	0.7	2.916131e+01
-15	0.75	2.703024e+01
-15	0.8	2.737808e+01
-15	0.85	2.975847e+01
-15	0.9	2.878189e+01
-15	0.95	2.619039e+01
-15	1	2.733495e+01

-14	0	3.238677e+01
-14	0.05	3.080685e+01
-14	0.1	3.363018e+01
-14	0.15	3.191981e+01
-14	0.2	3.028867e+01
-14	0.25	2.896225e+01
-14	0.3	2.745986e+01
-14	0.35	2.671079e+01
-14	0.4	2.206348e+01
-14	0.45	2.279322e+01
-14	0.5	2.059174e+01
-14	0.55	2.276841e+01
-14	0.6	2.074196e+01
-14	0.65	2.129429e+01
-14	0.7	2.176819e+01
-14	0.75	2.234895e+01
-14	0.8	2.039239e+01
-14	0.85	2.180101e+01
-14	0.9	2.013103e+01
-14	0.95	2.133611e+01
-14	1	1.974139e+01

-13	0	2.837813e+01
-13	0.05	2.960971e+01
-13	0.1	3.052404e+01
-13	0.15	2.890823e+01
-13	0.2	2.810940e+01
-13	0.25	2.621296e+01
-13	0.3	2.271219e+01
-13	0.35	2.046158e+01
-13	0.4	1.863627e+01
-13	0.45	1.722688e+01
-13	0.5	1.782516e+01
-13	0.55	1.795654e+01
-13	0.6	1.822550e+01
-13	0.65	1.713517e+01
-13	0.7	1.822247e+01
-13	0.75	1.768750e+01
-13	0.8	1.919499e+01
-13	0.85	1.804725e+01
-13	0.9	1.618807e+01
-13	0.95	1.735829e+01
-13	1	1.849916e+01

-12	0	2.652048e+01
-12	0.05	2.752805e+01
-12	0.1	2.916837e+01
-12	0.15	2.723689e+01
-12	0.2	2.427567e+01
-12	0.25	2.244991e+01
-12	0.3	1.954731e+01
-12	0.35	1.874778e+01
-12	0.4	1.592553e+01
-12	0.45	1.489393e+01
-12	0.5	1.213632e+01
-12	0.55	1.300916e+01
-12	0.6	1.479614e+01
